"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HLA-DOB",0,5.48400188718993,0.288,0.011,0,"3","HLA-DOB"
"PPAPDC1B",0,3.6820456959817,0.314,0.044,0,"3","PPAPDC1B"
"GNG7",0,4.64038762892779,0.288,0.018,0,"3","GNG7"
"SNHG7",0,1.69833254567325,0.5,0.231,0,"3","SNHG7"
"CYB561A3",0,3.21296142589733,0.326,0.058,0,"3","CYB561A3"
"PKIG",0,5.52361140199933,0.276,0.008,0,"3","PKIG"
"ISG201",0,1.46084821156633,0.695,0.427,0,"3","ISG20"
"LTB2",0,0.773660716708884,0.936,0.669,0,"3","LTB"
"BLK",0,4.68464015792693,0.282,0.015,0,"3","BLK"
"CD40",0,4.12510485104306,0.291,0.026,0,"3","CD40"
"NCF11",0,1.92425885933616,0.392,0.132,0,"3","NCF1"
"SMIM14",0,3.16370406474315,0.323,0.069,0,"3","SMIM14"
"P2RX5",0,4.81147938473451,0.273,0.02,0,"3","P2RX5"
"CD72",0,5.43064302054843,0.265,0.013,0,"3","CD72"
"CXCR41",0,1.23660260057403,0.811,0.569,0,"3","CXCR4"
"MARCH1",0,3.56878684429892,0.282,0.045,0,"3","MARCH1"
"PLEKHF2",0,3.08860262363249,0.294,0.06,0,"3","PLEKHF2"
"QRSL1",0,3.70003973556456,0.27,0.037,0,"3","QRSL1"
"FAIM3",0,1.80399791652696,0.41,0.178,0,"3","FAIM3"
"PTPRCAP",0,0.791095832478564,0.843,0.612,0,"3","PTPRCAP"
"MEF2C",0,3.55736526160712,0.267,0.042,0,"3","MEF2C"
"CD37",0,2.05466592043703,0.962,0.741,0,"3","CD37"
"LAT2",0,2.74071296104835,0.25,0.069,0,"3","LAT2"
"CD74",0,2.98654211129718,1,0.821,0,"3","CD74"
"SYPL1",0,1.76474802541877,0.297,0.122,0,"3","SYPL1"
"STX7",0,2.07878341649575,0.273,0.102,0,"3","STX7"
"BIRC3",0,1.65149132721433,0.262,0.111,0,"3","BIRC3"
"LIMD2",0,0.655865872594938,0.756,0.643,0,"3","LIMD2"
"LAPTM5",0,1.11262118095496,0.872,0.781,0,"3","LAPTM5"
"CD521",0,0.571163810241858,0.953,0.886,0,"3","CD52"
"RPS11",0,0.711628433618616,0.991,0.943,0,"3","RPS11"
"RPSA2",0,0.444858513311213,0.988,0.954,0,"3","RPSA"
"RPS51",0,0.578711443407235,1,0.976,0,"3","RPS5"
"RPS231",0,0.645100173481985,1,0.98,0,"3","RPS23"
"GNB2L1",0,0.452908056013415,0.997,0.978,0,"3","GNB2L1"
"RPS81",0,0.445567724460414,1,0.986,0,"3","RPS8"
"RPL8",0,0.44071661718569,1,0.986,0,"3","RPL8"
"RPL29",0,0.33533017511416,0.997,0.985,0,"3","RPL29"
"RPL10A1",0,0.378524899085888,0.997,0.985,0,"3","RPL10A"
"RPL181",0,0.384797624419836,0.994,0.982,0,"3","RPL18"
"RPL18A1",0,0.610881554516634,1,0.993,0,"3","RPL18A"
"RPL121",0,0.361368159933561,0.997,0.991,0,"3","RPL12"
"RPL151",0,0.384411431038949,1,0.995,0,"3","RPL15"
"RPS272",0,0.377165826522425,0.997,0.993,0,"3","RPS27"
"RPL13A1",0,0.413995600998081,1,0.999,0,"3","RPL13A"
"FAU",2.22044604925031e-16,0.318261526612278,0.994,0.983,3.04511971194188e-12,"3","FAU"
"RPS182",6.66133814775094e-16,0.276879361700981,1,0.997,9.13535913582564e-12,"3","RPS18"
"RPL23A2",1.77635683940025e-15,0.297787710936498,1,0.99,2.4360957695535e-11,"3","RPL23A"
"RPS212",2.44249065417534e-15,0.475897146002406,0.907,0.859,3.34963168313607e-11,"3","RPS21"
"PRKCB",3.77475828372553e-15,1.61947279577803,0.265,0.121,5.1767035103012e-11,"3","PRKCB"
"RPL191",7.99360577730113e-15,0.251872290746609,1,0.994,1.09624309629908e-10,"3","RPL19"
"RPL91",9.99200722162641e-15,0.313637817299036,0.997,0.975,1.37030387037385e-10,"3","RPL9"
"SNX31",1.22124532708767e-14,0.997122864993901,0.581,0.449,1.67481584156803e-10,"3","SNX3"
"RPS131",1.22124532708767e-14,0.348697335687515,0.997,0.963,1.67481584156803e-10,"3","RPS13"
"EEF2",2.53130849614536e-14,0.612611107273197,0.866,0.833,3.47143647161374e-10,"3","EEF2"
"FAM26F1",2.93098878501041e-14,1.27861567299304,0.366,0.209,4.01955801976328e-10,"3","FAM26F"
"RPL211",9.32587340685131e-14,0.287159271441231,1,0.992,1.27895027901559e-09,"3","RPL21"
"RPS191",2.4846791291111e-13,0.258818478203488,1,0.993,3.40748895766296e-09,"3","RPS19"
"POLD4",2.75113265502114e-13,1.1355016998505,0.485,0.328,3.77290332309599e-09,"3","POLD4"
"RPLP22",3.9146463848283e-13,0.252269646483667,0.997,0.992,5.36854605215353e-09,"3","RPLP2"
"RPL37A1",6.7612582199672e-13,0.335592378114485,0.977,0.952,9.27238952286302e-09,"3","RPL37A"
"PLAC8",7.4229511426438e-13,0.81958443022574,0.576,0.441,1.01798351970217e-08,"3","PLAC8"
"EEF1B21",8.58646487245096e-13,0.501137203549334,0.913,0.884,1.17754779260792e-08,"3","EEF1B2"
"GLTSCR21",3.5669245335157e-12,0.389802141875534,0.89,0.825,4.89168030526344e-08,"3","GLTSCR2"
"RPL371",5.30420152244915e-12,0.308719054378484,0.968,0.952,7.27418196788676e-08,"3","RPL37"
"RPL351",5.71231950630136e-12,0.30899780364888,0.98,0.97,7.83387497094168e-08,"3","RPL35"
"RPL22L1",8.60556070847451e-12,1.59309920418385,0.323,0.182,1.18016659556019e-07,"3","RPL22L1"
"RPL51",2.00497396463106e-11,0.285027288666992,0.988,0.972,2.74962129509504e-07,"3","RPL5"
"RCSD1",2.97371016699799e-11,1.18236469875362,0.328,0.199,4.07814612302104e-07,"3","RCSD1"
"SEC62",3.16242587672377e-11,1.22279196333375,0.337,0.205,4.33695084733898e-07,"3","SEC62"
"RPS3A1",6.53013199070074e-11,0.282447831926601,0.991,0.979,8.95542301204699e-07,"3","RPS3A"
"PNISR",1.31234800804236e-10,0.92076046641202,0.477,0.357,1.7997540582293e-06,"3","PNISR"
"BLOC1S2",5.98226357340081e-10,1.4030849319395,0.262,0.147,8.20407626456188e-06,"3","BLOC1S2"
"RPL271",7.19108550484293e-10,0.281999907074161,0.977,0.955,9.8618546613416e-06,"3","RPL27"
"HMGN11",2.09571426879052e-09,0.542309066808108,0.622,0.517,2.87406254821931e-05,"3","HMGN1"
"TMEM2431",3.22819992959467e-09,1.1308672810933,0.305,0.189,4.42715338344613e-05,"3","TMEM243"
"RNASEH2B",4.05895717037197e-09,1.02042719010887,0.265,0.152,5.56645386344812e-05,"3","RNASEH2B"
"POU2F21",4.21750989687553e-09,1.08069878502855,0.259,0.145,5.7838930725751e-05,"3","POU2F2"
"CD692",5.22818721648832e-09,0.864066636956768,0.468,0.345,7.16993594869209e-05,"3","CD69"
"RPSAP582",9.75204184072709e-09,0.390051847963339,0.82,0.723,0.000133739501803731,"3","RPSAP58"
"DRAM2",1.1756865259116e-08,1.0039342087163,0.253,0.148,0.000161233650163517,"3","DRAM2"
"SELL1",4.68369125705692e-08,1.03054329593343,0.573,0.458,0.000642321418992786,"3","SELL"
"EIF4A21",6.56009175870054e-08,0.455990709845124,0.701,0.632,0.000899650983788192,"3","EIF4A2"
"TSC22D31",7.22550532739064e-08,0.42103703425527,0.791,0.748,0.000990905800598352,"3","TSC22D3"
"ZFP36L1",3.16076835149559e-07,0.812496264819519,0.326,0.23,0.00433467771724105,"3","ZFP36L1"
"ATP6V1G1",3.46848471055594e-07,0.454996648317636,0.654,0.602,0.00475667993205642,"3","ATP6V1G1"
"SP100",4.33323373627559e-07,0.83728137793436,0.358,0.256,0.00594259674592834,"3","SP100"
"ARPC31",4.56307178486881e-07,0.250858246244788,0.881,0.808,0.00625779664576909,"3","ARPC3"
"CD53",6.00961510777154e-07,0.648361757258897,0.608,0.539,0.00824158615879789,"3","CD53"
"DCK1",9.98232011495404e-07,1.13233823533106,0.267,0.18,0.013689753805648,"3","DCK"
"PAPOLA",1.0798079732588e-06,1.11501488909027,0.294,0.207,0.0148084865452711,"3","PAPOLA"
"BTG11",1.10334587422045e-06,0.31299041480448,0.913,0.876,0.0151312853190593,"3","BTG1"
"EZR",2.61968391512823e-06,1.10173938914434,0.273,0.186,0.0359263452120686,"3","EZR"
"CCNI1",3.13131343920858e-06,0.477710477062213,0.669,0.625,0.0429428325053065,"3","CCNI"
"ANAPC16",3.62409014864618e-06,0.731827761614459,0.535,0.474,0.0497007722985336,"3","ANAPC16"
"HERPUD1",3.90821886564474e-06,0.88359964119238,0.288,0.201,0.053597313523452,"3","HERPUD1"
"PTPN6",9.61316151903979e-06,0.765763026079172,0.372,0.284,0.131834897072112,"3","PTPN6"
"ERP29",1.15235311526352e-05,0.492550680291161,0.599,0.558,0.158033706227239,"3","ERP29"
"UCP2",1.28479802599113e-05,0.65035166857961,0.593,0.557,0.176197201284424,"3","UCP2"
"SP110",1.36435894608766e-05,0.73777847260118,0.355,0.273,0.187108185866462,"3","SP110"
"CIRBP",2.66365951953063e-05,0.415007348570002,0.727,0.704,0.36529426650843,"3","CIRBP"
"TXNIP",2.71730008929438e-05,0.427065786717634,0.77,0.758,0.372650534245832,"3","TXNIP"
"RASGRP2",2.94145402732759e-05,1.46484685250401,0.308,0.233,0.403391005307706,"3","RASGRP2"
"RHOH2",4.27915664553691e-05,0.664298317977765,0.323,0.239,0.586843542368932,"3","RHOH"
"NBEAL11",4.93312247278332e-05,0.371761270158961,0.695,0.684,0.676528415917505,"3","NBEAL1"
"TAF7",5.54287193565983e-05,0.925095647783154,0.291,0.216,0.760149457256389,"3","TAF7"
"FAM65B",6.8287571588499e-05,0.762676231271763,0.358,0.294,0.936495756764675,"3","FAM65B"
"HNRNPA2B1",8.24080815227113e-05,0.375890580902419,0.654,0.634,1,"3","HNRNPA2B1"
"STK17A1",0.00010781338827015,0.833208212522939,0.375,0.31,1,"3","STK17A"
"RPL231",0.000114434510624317,0.302532995445702,0.846,0.86,1,"3","RPL23"
"LSM7",0.000158809183798958,0.639910742614367,0.334,0.262,1,"3","LSM7"
"TSTD11",0.000388132041740041,0.854177634685945,0.279,0.218,1,"3","TSTD1"
"LSM101",0.000408682071146638,0.903027938739711,0.267,0.204,1,"3","LSM10"
"TCEA11",0.00070136862623893,0.670282843761304,0.273,0.212,1,"3","TCEA1"
"EIF4G2",0.00070626630291315,0.578048445561827,0.358,0.304,1,"3","EIF4G2"
"HNRNPDL",0.000716539148974515,0.550373377135284,0.602,0.606,1,"3","HNRNPDL"
"UBE2L61",0.000801026749404357,0.263751235148769,0.244,0.361,1,"3","UBE2L6"
"UQCRH",0.0010094548150712,0.718228626327883,0.491,0.45,1,"3","UQCRH"
"HMGB1",0.00159121752210512,0.592176592611433,0.64,0.633,1,"3","HMGB1"
"EVI2B",0.00179667171818565,0.500988993891574,0.366,0.321,1,"3","EVI2B"
"SEP15",0.00210009985897397,0.714647002482608,0.331,0.292,1,"3","SEP15"
"LSM21",0.00317135415491965,0.706609864359375,0.25,0.197,1,"3","LSM2"
"SPCS2",0.00709680229022713,0.596019438686715,0.331,0.301,1,"3","SPCS2"
"C11orf311",0.00830823164396532,0.375102032247364,0.474,0.442,1,"3","C11orf31"
"HNRNPK",0.00878413128578082,0.393238966571177,0.506,0.496,1,"3","HNRNPK"
"NKG7",0,2.45966452715542,0.966,0.216,0,"4","NKG7"
"CCL5",0,3.32613522613387,0.983,0.234,0,"4","CCL5"
"GZMA",0,2.62103624855127,0.818,0.121,0,"4","GZMA"
"CST7",0,2.62644424034168,0.797,0.122,0,"4","CST7"
"CTSW",0,2.17950493237735,0.818,0.235,0,"4","CTSW"
"GZMK",0,4.40753994060933,0.577,0.055,0,"4","GZMK"
"IL321",0,1.50611059954055,0.942,0.504,0,"4","IL32"
"LYAR",0,2.18309311603945,0.56,0.135,0,"4","LYAR"
"CD8A",0,3.34753421239591,0.491,0.072,0,"4","CD8A"
"KLRG1",0,3.02263153284339,0.478,0.07,0,"4","KLRG1"
"CD3D2",0,1.27176577958299,0.876,0.476,0,"4","CD3D"
"GZMM",0,1.83098397443845,0.584,0.202,0,"4","GZMM"
"PRF1",0,1.19359224438161,0.488,0.115,0,"4","PRF1"
"GZMH",0,3.73640097095732,0.419,0.061,0,"4","GZMH"
"HOPX",0,1.94714673787461,0.412,0.116,0,"4","HOPX"
"PTPRCAP1",0,1.15921284860868,0.893,0.611,0,"4","PTPRCAP"
"HCST",0,1.29386957475092,0.787,0.51,0,"4","HCST"
"LCK2",0,1.06985235342473,0.608,0.331,0,"4","LCK"
"CD8B",0,2.1985473633436,0.371,0.097,0,"4","CD8B"
"CD3E2",0,0.840981972460128,0.722,0.456,0,"4","CD3E"
"CCL4",0,1.49708720715575,0.344,0.085,0,"4","CCL4"
"APOBEC3G",0,2.12060907942606,0.44,0.189,0,"4","APOBEC3G"
"SAMD3",0,2.05807859033767,0.333,0.09,0,"4","SAMD3"
"CD99",0,0.932188513938688,0.722,0.48,0,"4","CD99"
"RARRES32",0,0.992679130949731,0.67,0.447,0,"4","RARRES3"
"C12orf75",0,1.81165909599459,0.333,0.113,0,"4","C12orf75"
"FGFBP2",0,1.25950345860352,0.299,0.086,0,"4","FGFBP2"
"DUSP21",0,1.52574368820901,0.447,0.236,0,"4","DUSP2"
"CD22",0,1.10798192253431,0.502,0.296,0,"4","CD2"
"NCR3",0,2.69019224518345,0.275,0.072,0,"4","NCR3"
"GZMB",0,0.417135699531362,0.296,0.099,0,"4","GZMB"
"CHST12",0,1.60950134327659,0.268,0.098,0,"4","CHST12"
"APMAP",0,1.43485646171673,0.268,0.105,0,"4","APMAP"
"MYL12A1",0,0.490551828516353,0.948,0.865,0,"4","MYL12A"
"HLA-E",0,0.544113060687277,0.942,0.881,0,"4","HLA-E"
"HLA-B",0,0.602300622933357,0.979,0.944,0,"4","HLA-B"
"HLA-A1",0,0.747172262928244,0.993,0.962,0,"4","HLA-A"
"HLA-C",0,0.894988686168116,0.997,0.98,0,"4","HLA-C"
"MALAT11",0,0.51775886314571,1,1,0,"4","MALAT1"
"B2M1",0,0.707604286012272,1,1,0,"4","B2M"
"MT-CYB",3.84137166520304e-14,0.528716507394117,0.952,0.929,5.26805710165945e-10,"4","MT-CYB"
"ZAP70",1.00808250635964e-13,1.63759093267466,0.278,0.127,1.38248434922161e-09,"4","ZAP70"
"PFN11",1.69642078162724e-13,0.460973738690568,0.976,0.942,2.3264714599236e-09,"4","PFN1"
"SLC9A3R1",9.82325332188339e-13,1.29428726920624,0.296,0.148,1.34716096056309e-08,"4","SLC9A3R1"
"TPST2",2.65720778713785e-12,1.53869498036816,0.271,0.128,3.64409475928085e-08,"4","TPST2"
"LITAF",5.34083888226178e-12,1.3573404048258,0.45,0.295,7.3244264431338e-08,"4","LITAF"
"ID21",1.32307498290629e-11,0.803372595050114,0.536,0.369,1.81446503155769e-07,"4","ID2"
"CALM11",1.4974910200749e-11,0.646817133839058,0.77,0.666,2.05365918493072e-07,"4","CALM1"
"FYN",2.20488072244507e-11,1.28131961001856,0.289,0.151,3.02377342276117e-07,"4","FYN"
"CD247",2.33713048913842e-11,0.58007859032616,0.423,0.249,3.20514075280443e-07,"4","CD247"
"GNLY",2.36659580821197e-11,0.54434553996817,0.313,0.164,3.24554949138189e-07,"4","GNLY"
"UBC",7.40125738474262e-11,0.364869617481611,0.887,0.849,1.0150084377436e-06,"4","UBC"
"ARPC5L",7.76585462602952e-11,1.12185267702046,0.309,0.171,1.06500930341369e-06,"4","ARPC5L"
"MYL12B1",9.08384478748303e-11,0.567043041902511,0.763,0.694,1.24575847415542e-06,"4","MYL12B"
"CD531",1.73619341126141e-10,0.60635201239946,0.639,0.536,2.3810156442039e-06,"4","CD53"
"CTSC",3.31628058347633e-10,0.908365034692021,0.399,0.252,4.54794719217944e-06,"4","CTSC"
"MYO1F1",3.89677179413184e-10,1.0074570801034,0.361,0.222,5.3440328384724e-06,"4","MYO1F"
"YWHAQ1",4.05036226780453e-10,1.0398366644564,0.409,0.274,5.55466681406713e-06,"4","YWHAQ"
"DDX52",5.33745492248272e-10,0.39654701977746,0.883,0.805,7.3197856806928e-06,"4","DDX5"
"IL2RG1",8.29723845185981e-10,0.773622382753485,0.56,0.426,1.13788328128805e-05,"4","IL2RG"
"ANXA12",1.27269372818262e-09,0.678127155752708,0.701,0.58,1.74537217882964e-05,"4","ANXA1"
"CD3G2",2.40804665097016e-09,1.18269380895446,0.33,0.205,3.30239517714048e-05,"4","CD3G"
"BIN2",2.90260926405495e-09,0.842659647741494,0.478,0.356,3.98063834472495e-05,"4","BIN2"
"C9orf142",6.27610496906073e-09,1.60854125376212,0.354,0.228,8.60705035456988e-05,"4","C9orf142"
"LAT3",6.6008956078889e-09,0.95126600308014,0.337,0.205,9.05246823665884e-05,"4","LAT"
"GIMAP72",1.00014929671488e-08,0.398709489765229,0.656,0.526,0.000137160474551479,"4","GIMAP7"
"PLEK",1.0020841934022e-08,1.23590009868326,0.275,0.157,0.000137425826283177,"4","PLEK"
"MT-ND2",1.5967886790591e-08,0.467816581610173,0.918,0.89,0.000218983599446165,"4","MT-ND2"
"SUN2",1.89882272128017e-08,0.984035564605199,0.364,0.237,0.000260404547996362,"4","SUN2"
"SEPT7",2.37380377576812e-08,0.704653218991752,0.45,0.326,0.000325543449808841,"4","SEPT7"
"PIM11",2.4602825776654e-08,1.02750830935994,0.289,0.173,0.000337403152701032,"4","PIM1"
"ANXA6",2.80454885981385e-08,0.891190646105194,0.405,0.282,0.000384615830634871,"4","ANXA6"
"HSPA51",3.02471310220653e-08,1.14945919037697,0.302,0.187,0.000414809154836604,"4","HSPA5"
"ARL4C1",4.15741869819186e-08,0.991412331489861,0.306,0.185,0.000570148400270032,"4","ARL4C"
"IFITM11",4.53075486017696e-08,0.602850440746728,0.588,0.463,0.000621347721524668,"4","IFITM1"
"HLA-F",6.07513674921734e-08,0.83303406798991,0.43,0.32,0.000833144253787665,"4","HLA-F"
"HSP90AA11",7.89874516904376e-08,0.467251725486737,0.615,0.527,0.00108323391248266,"4","HSP90AA1"
"RPS27A2",2.70635606147707e-07,0.262541938249378,1,0.971,0.00371149670270965,"4","RPS27A"
"STK17A2",3.59728627108424e-07,0.569949887610524,0.43,0.305,0.00493331839216493,"4","STK17A"
"TUBA4A1",3.64989295675855e-07,0.740566614796693,0.347,0.239,0.00500546320089867,"4","TUBA4A"
"PPP2R5C1",4.27302013994435e-07,0.817852588069874,0.344,0.231,0.00586001981991968,"4","PPP2R5C"
"PPP1R18",4.31817570145654e-07,0.781054632199872,0.378,0.273,0.0059219461569775,"4","PPP1R18"
"PTPRC",4.5519995439669e-07,0.541376787296558,0.54,0.445,0.00624261217459621,"4","PTPRC"
"RAP1B",4.83412236018665e-07,0.498476983190938,0.46,0.352,0.00662951540475998,"4","RAP1B"
"SH3BGRL31",5.72690464606396e-07,0.268538253495607,0.935,0.849,0.00785387703161211,"4","SH3BGRL3"
"HSP90B1",9.12477935655076e-07,0.705990098206773,0.34,0.235,0.0125137224095737,"4","HSP90B1"
"DHRS7",2.76936238163827e-06,0.707010025011014,0.405,0.309,0.0379790357017873,"4","DHRS7"
"MT-ND4",6.4477815031605e-06,0.282994812725678,0.959,0.958,0.0884248755343431,"4","MT-ND4"
"GIMAP42",8.14289773654053e-06,0.343212496462106,0.533,0.45,0.111671699558917,"4","GIMAP4"
"HNRNPK1",1.01588846093126e-05,0.520503338120498,0.557,0.49,0.139318943532113,"4","HNRNPK"
"TMBIM6",1.248039733448e-05,0.35642126328241,0.57,0.51,0.171156169045059,"4","TMBIM6"
"PDIA31",1.59957376568709e-05,0.92028765042884,0.412,0.329,0.219365546226328,"4","PDIA3"
"RPA21",1.68629071752857e-05,0.789825818055137,0.261,0.172,0.231257909001868,"4","RPA2"
"CFL1",1.91998633012336e-05,0.252502279841784,0.948,0.912,0.263306925313117,"4","CFL1"
"ZFP36L22",2.22230202844287e-05,0.47990398112808,0.701,0.646,0.304766500180655,"4","ZFP36L2"
"CCND31",2.23704787138956e-05,0.573910912475178,0.488,0.404,0.306788745082365,"4","CCND3"
"CXCR42",3.09047488231684e-05,0.301265851437494,0.67,0.592,0.423827725360931,"4","CXCR4"
"GUK11",3.38480393247131e-05,0.584438804482312,0.543,0.473,0.464192011299116,"4","GUK1"
"XBP1",3.4960916697635e-05,0.662967766231383,0.368,0.276,0.479454011591367,"4","XBP1"
"BUB31",3.85580746915526e-05,0.737659917442111,0.289,0.205,0.528785436319952,"4","BUB3"
"CLIC11",3.90949995821011e-05,0.292898174275494,0.722,0.636,0.536148824268934,"4","CLIC1"
"ACTG11",3.944308649384e-05,0.359695780359064,0.887,0.861,0.540922488176522,"4","ACTG1"
"UBB",4.53839838707726e-05,0.427649021585538,0.79,0.781,0.622395954803775,"4","UBB"
"SRSF71",5.0346340880969e-05,0.478418712752683,0.543,0.478,0.690449718841609,"4","SRSF7"
"TMEM50A",6.27446461940462e-05,1.51012375454278,0.333,0.258,0.860480077905149,"4","TMEM50A"
"IL7R2",6.61758300719573e-05,0.618406118493624,0.467,0.395,0.907535333606822,"4","IL7R"
"TERF2IP1",7.87466418179505e-05,0.562097969982376,0.306,0.22,1,"4","TERF2IP"
"PPIA",7.8861512056605e-05,0.395714013229838,0.77,0.739,1,"4","PPIA"
"ARL6IP51",9.39460307598505e-05,0.518495668073329,0.505,0.45,1,"4","ARL6IP5"
"CKLF1",0.000111868435576756,0.767619983738535,0.285,0.207,1,"4","CKLF"
"PSMB9",0.000134126693135839,0.336710339335645,0.629,0.581,1,"4","PSMB9"
"HSPA82",0.000174362557085805,0.348426206806222,0.704,0.671,1,"4","HSPA8"
"PPIB",0.000191985334301092,0.638355009211804,0.522,0.471,1,"4","PPIB"
"RASSF5",0.000236719100247917,0.698097714786095,0.251,0.175,1,"4","RASSF5"
"AES2",0.000259473642051367,0.315523390278132,0.564,0.484,1,"4","AES"
"ITGB21",0.000278772039548514,0.317031994157177,0.546,0.462,1,"4","ITGB2"
"BTN3A2",0.000399473329032007,0.620430468148929,0.282,0.208,1,"4","BTN3A2"
"CD71",0.00042223708901834,0.389548946595989,0.45,0.357,1,"4","CD7"
"CALR",0.000440398105979956,0.614225318794735,0.347,0.272,1,"4","CALR"
"TAP11",0.000440580937922208,0.705643882768073,0.296,0.225,1,"4","TAP1"
"BIN12",0.000458946259203508,0.557744331847311,0.316,0.242,1,"4","BIN1"
"SPOCK22",0.00047239816535094,0.716627174299063,0.275,0.201,1,"4","SPOCK2"
"TMED9",0.000587170751864985,0.785845388451286,0.313,0.246,1,"4","TMED9"
"SNRPB",0.0006736479696412,0.715532775176155,0.395,0.341,1,"4","SNRPB"
"KRTCAP21",0.000756162273560346,0.525917096108271,0.368,0.298,1,"4","KRTCAP2"
"CDC37",0.000799156104099419,1.23093602269705,0.285,0.219,1,"4","CDC37"
"SPCS21",0.000944550239091235,0.619906667281788,0.368,0.297,1,"4","SPCS2"
"HNRNPA3",0.00105312007656067,0.589264813907835,0.361,0.306,1,"4","HNRNPA3"
"CAP1",0.00114921013171854,0.62525706294636,0.46,0.408,1,"4","CAP1"
"MEAF6",0.00115378868932847,0.49909192148682,0.33,0.27,1,"4","MEAF6"
"CAPN21",0.00119872632792739,0.921891916830499,0.275,0.216,1,"4","CAPN2"
"SDHC",0.00125666404806024,0.688641341719326,0.271,0.209,1,"4","SDHC"
"DSTN1",0.00138578687019097,0.655592572644806,0.254,0.192,1,"4","DSTN"
"GIMAP52",0.00150266868243043,0.968594461322364,0.347,0.278,1,"4","GIMAP5"
"CIRBP1",0.00156858151621431,0.287823184228156,0.742,0.703,1,"4","CIRBP"
"WIPF1",0.00160714943881213,0.639415806474944,0.265,0.201,1,"4","WIPF1"
"HMGB11",0.00161602335833977,0.295104468302014,0.663,0.63,1,"4","HMGB1"
"CMPK11",0.0019105624143847,0.757395552193339,0.426,0.371,1,"4","CMPK1"
"YWHAB",0.00191716324737423,0.290891163319328,0.557,0.499,1,"4","YWHAB"
"LSP1",0.00194415557713357,0.251928795751946,0.588,0.541,1,"4","LSP1"
"LCP1",0.00198117878778592,0.455528027260843,0.433,0.381,1,"4","LCP1"
"OCIAD22",0.00209509621880333,0.431498021544248,0.285,0.219,1,"4","OCIAD2"
"KMT2E",0.00232300248013528,0.545736241186272,0.296,0.236,1,"4","KMT2E"
"HNRNPR1",0.00240254422274577,0.66524423042356,0.261,0.2,1,"4","HNRNPR"
"IER21",0.00285705814382919,0.501569870520405,0.646,0.635,1,"4","IER2"
"IL10RA1",0.00359356179959636,0.796690113494484,0.261,0.206,1,"4","IL10RA"
"SNRPD22",0.00368031012046699,0.265879246773836,0.598,0.565,1,"4","SNRPD2"
"MT2A1",0.00426237708700983,0.379067018787867,0.378,0.31,1,"4","MT2A"
"XRCC51",0.00523627100342527,0.478031669599553,0.285,0.236,1,"4","XRCC5"
"MT-CO2",0.00532713176807631,0.272519441365302,0.893,0.913,1,"4","MT-CO2"
"GADD45B",0.00555157069350654,0.354911324131928,0.285,0.231,1,"4","GADD45B"
"C9orf16",0.00563092851587932,0.615929549874894,0.402,0.36,1,"4","C9orf16"
"DNAJB12",0.00578889054266463,0.520849401785438,0.333,0.287,1,"4","DNAJB1"
"TMEM591",0.00581732255762435,0.366459142082721,0.436,0.394,1,"4","TMEM59"
"ARF1",0.00601026318000897,0.273270365947119,0.485,0.451,1,"4","ARF1"
"C11orf58",0.00613688616733543,0.395669722996908,0.416,0.386,1,"4","C11orf58"
"PTGES31",0.0063245336616804,0.341546927549801,0.44,0.405,1,"4","PTGES3"
"MED10",0.00735018612256599,0.494655199105146,0.275,0.226,1,"4","MED10"
"OST4",0.0077532358530239,0.298309785012421,0.601,0.562,1,"4","OST4"
"CITED21",0.00943585762326715,0.739912191288591,0.275,0.223,1,"4","CITED2"
"P4HB1",0.00994765900430239,0.529136425946429,0.282,0.232,1,"4","P4HB"
"ACAP12",0.00995579268271385,0.667582688067501,0.344,0.298,1,"4","ACAP1"
"FCGR3A",0,4.06490197289953,0.975,0.134,0,"5","FCGR3A"
"IFITM31",0,3.21266497184427,0.975,0.177,0,"5","IFITM3"
"RP11-290F20.31",0,4.06379393395137,0.84,0.068,0,"5","RP11-290F20.3"
"CFD1",0,2.54613378253853,0.938,0.184,0,"5","CFD"
"SERPINA11",0,2.87668644815712,0.951,0.201,0,"5","SERPINA1"
"CD681",0,2.53999266353664,0.926,0.176,0,"5","CD68"
"MS4A71",0,4.38784960040904,0.809,0.073,0,"5","MS4A7"
"RHOC",0,3.25547114636515,0.864,0.144,0,"5","RHOC"
"SPI11",0,2.71178635420767,0.87,0.171,0,"5","SPI1"
"LST11",0,3.31945106176938,1,0.315,0,"5","LST1"
"FCER1G1",0,2.96612018341248,1,0.316,0,"5","FCER1G"
"STXBP21",0,2.64951423629675,0.883,0.203,0,"5","STXBP2"
"IFI301",0,2.92289822423111,0.796,0.124,0,"5","IFI30"
"HCK1",0,3.18079293811864,0.778,0.109,0,"5","HCK"
"AIF11",0,2.89927961904285,1,0.334,0,"5","AIF1"
"TYMP1",0,1.78501969401638,0.969,0.308,0,"5","TYMP"
"TYROBP1",0,1.8096037868738,1,0.358,0,"5","TYROBP"
"CST31",0,1.95509900012581,1,0.359,0,"5","CST3"
"CEBPB1",0,2.65678913352694,0.926,0.285,0,"5","CEBPB"
"PILRA1",0,3.41878659517841,0.716,0.079,0,"5","PILRA"
"BRI31",0,2.26134419015251,0.796,0.166,0,"5","BRI3"
"TIMP11",0,2.77042259570271,0.914,0.291,0,"5","TIMP1"
"CFP1",0,2.10467689866752,0.79,0.17,0,"5","CFP"
